Category,Film,Nominee,Winner,Year,Rating_IMDB,Rating_rtaudience,Rating_rtcritic,Oscarstat_totalnoms,Win_GoldenGlobe_bestdirector,Win_BAFTA,Win_DGA,Nom_GoldenGlobe_bestdirector,Nom_BAFTA,Nom_DGA,Oscarstat_previouswins_bestdirector,Oscarstat_previousnominations_bestdirector,Nom_Oscar_bestfilm,Genre_biography,Genre_crime,Genre_comedy,Genre_drama,Genre_horror,Genre_fantasy,Genre_sci-fi,Genre_mystery,Genre_music,Genre_romance,Genre_history,Genre_war,Genre_filmnoir,Genre_western,Genre_thriller,Genre_sport,Genre_family,Genre_action,Genre_adventure
Director,BlacKkKlansman,Spike Lee,0,2019,7.5,95,82,6,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Vice,Adam McKay,0,2019,7.1,66,55,8,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Cold War,Pawel Pawlikowski,0,2019,7.8,95,87,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Director,Minari,Lee Isaac Chung,0,2021,7.6,88,98,6,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Promising Young Woman,Emerald Fennell,0,2021,7.5,88,91,5,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Director,Mank,David Fincher,0,2021,7,60,83,10,0,0,0,1,0,1,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Another Round,Thomas Vinterberg,0,2021,7.8,91,92,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Nomadland,Chloé Zhao,1,2021,7.5,82,94,6,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,The Irishman,Martin Scorsese,0,2020,8,86,96,10,0,0,0,1,1,1,1,8,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Joker,Todd Phillips,0,2020,8.6,88,68,11,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Director,1917,Sam Mendes,0,2020,8.5,88,89,10,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Director,Once Upon a Time in Hollywood,Quentin Tarantino,0,2020,7.7,70,85,10,0,0,0,1,1,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Parasite,Bong Joon-ho,1,2020,8.6,93,99,6,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Belfast,Kenneth Branagh,0,2022,7.3,92,87,7,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Director,Drive My Car,Ryusuke Hamaguchi,0,2022,7.7,80,97,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Licorice Pizza,Paul Thomas Anderson,0,2022,7.5,65,91,3,0,0,0,0,1,1,0,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Director,The Power of the Dog,Jane Campion,1,2022,6.9,79,94,12,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Director,West Side Story,Steven Spielberg,0,2022,7.5,94,92,7,0,0,0,1,0,1,1,7,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Director,Belfast,Kenneth Branagh,0,2022,7.3,92,87,7,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Director,Drive My Car,Ryusuke Hamaguchi,0,2022,7.7,80,97,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Licorice Pizza,Paul Thomas Anderson,0,2022,7.5,65,91,3,0,0,0,0,1,1,0,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Director,The Power of the Dog,Jane Campion,1,2022,6.9,79,94,12,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Director,West Side Story,Steven Spielberg,0,2022,7.5,94,92,7,0,0,0,1,0,1,1,7,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
